X,Y,Temperature
11,9,41.72
12,9,42.26
13,9,42.93
14,9,43.74
15,9,44.73
16,9,45.89
17,9,47.24
18,9,48.79
19,9,50.52
20,9,52.43
21,9,54.49
22,9,56.67
23,9,58.92
24,9,61.19
25,9,63.41
26,9,65.53
27,9,67.48
28,9,69.18
29,9,70.57
30,9,71.61
31,9,72.24
32,9,72.46
33,9,72.24
34,9,71.61
35,9,70.57
36,9,69.18
37,9,67.48
38,9,65.53
39,9,63.41
40,9,61.19
41,9,58.92
42,9,56.67
43,9,54.49
44,9,52.43
45,9,50.52
46,9,48.79
47,9,47.24
48,9,45.89
49,9,44.73
50,9,43.74
51,9,42.93
52,9,42.26
53,9,41.72
54,9,41.29
55,9,40.95
56,9,40.70
57,9,40.50
58,9,40.36
59,9,40.25
60,9,40.17
61,9,40.12
62,9,40.08
63,9,40.05
64,9,40.04
65,9,40.02
66,9,40.01
67,9,40.01
68,9,40.01
69,9,40.00
70,9,40.00
71,9,40.00
72,9,40.00
73,9,40.00
74,9,40.00
75,9,40.00
76,9,40.00
77,9,40.00
78,9,40.00
79,9,40.00
80,9,40.00
81,9,40.00
82,9,40.00
83,9,40.00
84,9,40.00
85,9,40.00
86,9,40.00
87,9,40.00
88,9,40.00
89,9,40.00
90,9,40.00
91,9,40.00
92,9,40.00
93,9,40.00
94,9,40.00
95,9,40.00
96,9,40.00
97,9,40.00
98,9,40.00
99,9,40.00
100,9,40.00
101,9,40.00
102,9,40.00
103,9,40.00
104,9,40.00
105,9,40.00
106,9,40.00
107,9,40.00
108,9,40.00
109,9,40.00
110,9,40.00
111,9,40.00
112,9,40.00
113,9,40.00
114,9,40.00
115,9,40.00
116,9,40.00
117,9,40.00
118,9,40.00
119,9,40.00
120,9,40.00
121,9,40.00
122,9,40.00
123,9,40.00
124,9,40.00
125,9,40.00
126,9,40.00
127,9,40.00
0,10,40.04
1,10,40.06
2,10,40.09
3,10,40.13
4,10,40.19
5,10,40.27
6,10,40.39
7,10,40.55
8,10,40.76
9,10,41.04
10,10,41.40
11,10,41.87
12,10,42.46
13,10,43.19
14,10,44.08
15,10,45.16
16,10,46.42
17,10,47.90
18,10,49.58
19,10,51.47
20,10,53.55
21,10,55.80
22,10,58.17
23,10,60.63
24,10,63.10
25,10,65.53
26,10,67.85
27,10,69.96
28,10,71.82
29,10,73.34
30,10,74.47
31,10,75.16
32,10,75.40
33,10,75.16
34,10,74.47
35,10,73.34
36,10,71.82
37,10,69.96
38,10,67.85
39,10,65.53
40,10,63.10
41,10,60.63
42,10,58.17
43,10,55.80
44,10,53.55
45,10,51.47
46,10,49.58
47,10,47.90
48,10,46.42
49,10,45.16
50,10,44.08
51,10,43.19
52,10,42.46
53,10,41.87
54,10,41.40
55,10,41.04
56,10,40.76
57,10,40.55
58,10,40.39
59,10,40.27
60,10,40.19
61,10,40.13
62,10,40.09
63,10,40.06
64,10,40.04
65,10,40.02
66,10,40.02
67,10,40.01
68,10,40.01
69,10,40.00
70,10,40.00
71,10,40.00
72,10,40.00
73,10,40.00
74,10,40.00
75,10,40.00
76,10,40.00
77,10,40.00
78,10,40.00
79,10,40.00
80,10,40.00
81,10,40.00
82,10,40.00
83,10,40.00
84,10,40.00
85,10,40.00
86,10,40.00
87,10,40.00
88,10,40.00
89,10,40.00
90,10,40.00
91,10,40.00
92,10,40.00
93,10,40.00
94,10,40.00
95,10,40.00
96,10,40.00
97,10,40.00
98,10,40.00
99,10,40.00
100,10,40.00
101,10,40.00
102,10,40.00
103,10,40.00
104,10,40.00
105,10,40.00
106,10,40.00
107,10,40.00
108,10,40.00
109,10,40.00
110,10,40.00
111,10,40.00
112,10,40.00
113,10,40.00
114,10,40.00
115,10,40.00
116,10,40.00
117,10,40.00
118,10,40.00
119,10,40.00
120,10,40.00
121,10,40.00
122,10,40.00
123,10,40.00
124,10,40.00
125,10,40.00
126,10,40.00
127,10,40.00
0,11,40.04
1,11,40.06
2,11,40.09
3,11,40.14
4,11,40.20
5,11,40.30
6,11,40.42
7,11,40.59
8,11,40.82
9,11,41.12
10,11,41.51
11,11,42.01
12,11,42.65
